ENSG00000011426.9	ENSG00000054598.6	ENSG00000062038.12	ENSG00000077152.8	ENSG00000082175.13	ENSG00000089685.13	ENSG00000091831.20	ENSG00000092621.10	ENSG00000094804.8	ENSG00000099953.8	ENSG00000101057.14	ENSG00000104332.10	ENSG00000105173.12	ENSG00000106605.9	ENSG00000107262.15	ENSG00000115648.12	ENSG00000117399.12	ENSG00000117724.11	ENSG00000128422.14	ENSG00000129514.5	ENSG00000133627.16	ENSG00000134057.13	ENSG00000135679.20	ENSG00000136997.13	ENSG00000138180.14	ENSG00000141424.11	ENSG00000141736.12	ENSG00000141738.12	ENSG00000142945.11	ENSG00000146648.14	ENSG00000148773.11	ENSG00000151715.6	ENSG00000160867.13	ENSG00000164611.11	ENSG00000165304.6	ENSG00000171428.12	ENSG00000171604.10	ENSG00000171791.11	ENSG00000171848.12	ENSG00000173890.15	ENSG00000174371.15	ENSG00000175063.15	ENSG00000176890.14	ENSG00000186081.10	ENSG00000186847.5	ENSG00000186868.14	ENSG00000261857.5
1.3265150822277672	3.4756778341559857	2.374958507474306	3.4099413996612986	0.014148343903541354	3.2353871380648282	0.09459495317499984	4.488873592773428	2.023977753936853	3.996567393538197	4.2206449175020415	3.7830514131224886	2.997218591351243	3.7835533699361665	3.8501277974160826	1.2475023904230675	4.0263958715742545	2.0319085370354926	5.56060009640321	0.07895428637970778	0.07663609071777422	3.4723854682355	1.738914066126926	5.06054996989241	2.0853666693752704	3.2072377690440494	3.0945924947887833	3.0666288853582	2.75385710164824	3.3355214457678204	2.0398029279070533	1.3981469880392428	0.6364274561561841	3.7832314280446986	2.4173287298027204	0.594621107398286	2.024640296483025	0.415417317060559	3.1633656057213093	1.7518036322229003	1.7272695108099623	4.541346452491624	3.4375067644869426	5.6786372481446845	7.451924199199554	0.5980573108262746	2.8607201189709843
1.885132601325325	2.75291002899321	3.770003507762888	3.822051839761915	0.051401552585530384	3.0010230559535107	0.2413034947091493	3.6801977993380097	1.8205564034950223	1.3442713647245814	3.644503983631196	4.614680010338455	2.176247240229229	3.1583273355246155	2.5123986788571857	0.2735728707469018	4.176841671384996	2.5840677816491207	4.02119798278278	0.7959108519905874	2.1299036859290967	2.8202091953253388	1.8087376809353493	4.050673890176001	2.936971042051346	3.5761974763089506	2.7315338733779844	2.1810412567926862	2.7810605326311904	1.0110667757623772	1.8383500210245325	0.16634461139713255	1.3766264661669485	3.275897839105258	2.394791911442719	0.41790414662839703	2.1365570925597233	2.0357643581297484	2.3398974614046644	0.9495648256899853	1.9670622024258335	4.167635003020017	3.288759910877753	5.3700606608786146	2.8705960762042824	0.1027553728134388	3.075090357772516
3.2463157216239487	4.423018243363241	3.700384973363696	4.369893339483704	0.15518653887569372	3.752491342767236	0.10212539049360657	3.779098383672941	2.218592524614888	1.9274264242727428	3.611287941199538	4.638803526827129	2.837163795760087	2.770038389992877	2.5605490590716524	0.4367534586423587	4.304706793081568	3.4000069366936345	2.577909837371886	0.9450224733408376	2.0973586058193208	3.767036865848003	1.78620541002149	5.033091966910112	3.502582191075001	3.4303637802211786	1.8816953829807483	1.238370666074595	3.177276588753105	1.5584067260111507	3.2875298298962647	0.19244978917484282	1.5907857005016193	4.2599467710440715	3.506716860818616	0.6181206582159827	0.8762450221252276	1.1230481447969227	3.647681029732017	1.0632453338687204	2.8765435293014416	4.498677040266932	2.722251265656853	3.1253295328794954	1.9284487706499631	0.3748448550267566	2.5318359168396976
2.1615119683674626	2.3143582026513463	3.562899347423583	3.786747439918961	0.03924452502419953	4.227823374751814	0.4937908443331908	4.124649837923769	2.202474617117941	2.31717018702186	4.774556966837187	2.631208049292866	2.97255644198148	3.5865239904113113	2.893837223051613	1.0288508135989431	4.511983832274052	2.486452942976912	4.104816984186075	0.19635908630469318	1.3721903867225667	3.896625630609168	1.731628768762697	4.626011856644651	2.9342167389741727	3.219625759596845	2.5309467874714757	1.96632896750454	3.384669441355017	1.6731846325474606	2.487419490981405	0.10810599280769549	1.804099729160218	4.020989269104431	3.3670132042515837	0.5035033992763972	2.3495816341735134	0.9309838506237954	3.071065951794791	0.577869766296987	2.55448004920489	4.879861416061805	3.597987507368974	5.9531517398048255	3.7610623244635777	0.5288452252730863	1.6044715565288947
2.795468046602876	1.8767524543781124	0.6581274411976088	2.581386281668123	0.014486113154270612	2.688764893436753	0.43228257990604463	2.6559571336902295	1.872896737957174	0.9246537570139904	2.727553026651879	3.2153632075570684	1.4950484044510746	1.689219525841495	1.4056950629514193	0.17663804399342323	2.6360998337540447	3.627018029064104	0.21679471548196602	0.21379558963598466	1.0421122343737128	2.9356108999603614	2.4379250346761103	3.7475122054563936	1.8337689407687128	3.1210260472210227	1.3719244406708226	0.07474809538352421	2.7556962190557583	6.938128913293765	3.8173147946375128	0.1999535938166694	0.477974349473257	2.247049133164546	2.619819411767823	0.01747103063660557	2.1461498653010813	1.9759613650232863	2.893713027538079	0.2724016714593536	2.1190500400289487	3.571224483349082	2.5547177438806297	0.1890850520484169	0.0	0.1995010206342757	0.041926573244435134
2.0293046531524785	3.105459810139775	3.3094124907034854	3.490464277232343	0.013541559675003216	3.5019305220750905	0.02867622591755617	4.8154009011527235	1.8390061664173036	1.1237230458401095	3.662036339854077	3.2433565270110414	2.265245809465312	3.3564114147239903	2.7001819136499203	0.576830080735022	4.344684531675333	1.9905027769302512	5.913116615426213	0.1460163334644881	0.9543360808729174	3.72322011896598	1.7888003114796058	4.551662217702876	2.4079960377183047	3.415097623060341	2.920240996920256	2.163814464460569	2.7896840387183945	0.9939213863618066	1.4942403458908435	1.0318271940437058	1.4189941690134333	3.981731544613468	2.54276938945403	1.0099852768394688	2.4882831176244657	0.1675505468403458	2.3055134352486193	1.9127393881751569	1.5269167415033764	5.91918208392185	2.1182248607672007	5.849812231843338	6.883396206070622	0.8441109607914967	5.151800946623672
2.9544163880740477	4.092538065562462	3.4376672445528045	3.760070535693104	0.16099513601099955	3.8458613423171375	0.08125102651601926	4.7712306534917985	1.8632451264389325	5.1767597494022795	3.4569788393429426	4.110028304483536	3.1618529364268593	3.2909772877204246	2.036996172964751	1.0350440002971355	4.285076780596364	2.7903388736243167	7.163941665103945	0.7407303781095516	1.5445427891999588	3.4581033652627897	1.4931226089991123	4.492814081634227	2.8397240530357553	3.625187307058084	3.125528099260777	2.4589833298431247	2.9241289609516774	1.0713709674665546	2.792735023892281	0.07345561448299115	1.6210353614984347	3.4493804782763764	2.2492596194568906	0.41480969747891266	2.8518595862089726	1.242625762594603	2.836023656344444	1.1097618866937016	1.9698480507599905	4.3892978966533995	3.8573948863941254	5.971853946294987	5.074577767207489	0.2568901000445952	3.941556151328919
3.0446383604088902	2.2208185040600035	4.9243600374708105	3.667877875620529	0.1340295709224804	3.857681239886263	1.4828019941976065	3.5819671673290507	1.7862096140675	3.624661874954312	3.2584926933223772	4.7965319969264835	2.7297483027271854	2.9037072624295757	2.300890567037542	0.5568148899127525	4.020972918889456	2.751536046365085	3.2500629567815063	0.3093960235624026	1.910638849373944	3.250211089764212	1.9217970117001604	4.268264833650006	2.3796662952892365	4.083379463032828	2.915067355544412	2.6067097635654175	3.098593172530383	2.0221470050909005	2.2897093312338828	0.19805617562964015	1.0296601831787853	2.99062328559223	2.6563623658761135	0.5903247323832826	2.2426846626846286	1.1046886140083463	2.59008643697292	0.4647312753919333	2.0918427664318977	4.045276587980774	3.2776041733917616	2.0404296435672764	2.765188826407848	0.18106008252892275	2.6434243683699816
1.8068138778061036	3.639966250275559	3.3532468385772694	2.387778854544763	0.04447089026002013	1.8017905608991875	0.14603951432976642	3.331714948420116	1.0345285422523924	3.5239348524978946	3.0441419982893274	4.527485657892576	2.0976610159687428	2.9080407441877103	2.167484480284597	2.0173446821097647	3.286175521599444	1.4130976122497136	5.396210443123464	0.11296837113557635	1.3132693082969291	2.9568823532945276	1.3942248171759744	2.5816740598920784	1.7547767012651037	3.5535485330202867	2.8511519524086935	2.1347568548052602	1.9676882511867124	1.853184687164228	1.777838572263072	0.17700332950378728	0.5136441890618698	2.2794820663892814	2.3552765264438063	0.384121529842083	2.9120341278376762	0.65481923216215	2.12168051674761	1.2016304674475446	0.6455233171750897	3.636557376138928	1.995409733949476	3.5013702122813686	2.581260840105464	0.40277756463366654	1.648641441332041
1.9430649066965848	3.9188274712167166	3.2705597655257606	3.18278972098114	0.07379378116021484	2.8744586060873156	0.1569342987963591	3.998880828743181	1.7664004101844049	4.110657742343622	3.7480700130170375	4.841721657635424	1.066786796299565	2.9035634478786876	2.433146769557431	1.9416106679198692	3.106584734555524	2.073723870938202	3.7761791519394934	1.6899546105877834	1.2172208944343572	2.7888310607791262	1.7636406358716379	3.6804732451498654	2.1743639044940086	3.866600998299888	2.9633703054937626	2.497461519842717	2.137350358635608	2.023783849696847	2.6454442362701767	0.32732354832874144	2.0302814965669436	2.450604182722	2.3156876299804847	0.506098440627	2.573609265696648	0.6712815641885096	2.758004262968749	1.8457175815293216	1.5675296856688163	3.5715256649096734	3.2869194386053415	2.382515254173848	1.4534110263244069	0.024605982998917277	2.6865743604357455
